,sentences,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_CCONJ_count,POS_ADV_count,POS_NOUN_count,POS_PRON_count,POS_VERB_count,POS_PROPN_count,POS_PUNCT_count,POS_AUX_count,POS_NUM_count,POS_PART_count,POS_SCONJ_count,POS_INTJ_count,POS_X_count,POS_SYM_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_CCONJ_count,%POS_ADV_count,%POS_NOUN_count,%POS_PRON_count,%POS_VERB_count,%POS_PROPN_count,%POS_PUNCT_count,%POS_AUX_count,%POS_NUM_count,%POS_PART_count,%POS_SCONJ_count,%POS_INTJ_count,%POS_X_count,%POS_SYM_count
4340,"‘Mr<prd> Raunham, I’ll tell you the truth plainly: I don’t love her; I do love Cytherea, and the whole of this business of searching for the other woman goes altogether against me.",0,32,"[['PUNCT', 6], ['PROPN', 5], ['X', 1], ['PRON', 6], ['AUX', 3], ['VERB', 5], ['DET', 4], ['NOUN', 4], ['ADV', 2], ['PART', 1], ['CCONJ', 1], ['ADP', 4], ['ADJ', 1]]",43,4.0,4.0,1.0,1.0,2.0,4.0,6.0,5.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,9.302,9.302,2.326,2.326,4.651,9.302,13.953,11.628,11.628,13.953,6.977,0.0,2.326,0.0,0.0,2.326,0.0
4341,I hope to God I shall never see her again.’ ‘But you will do your duty at least?’ said Mr<prd> Raunham.,0,21,"[['PRON', 5], ['VERB', 4], ['ADP', 2], ['PROPN', 5], ['AUX', 2], ['ADV', 2], ['PUNCT', 6], ['CCONJ', 1], ['NOUN', 1], ['ADJ', 1], ['X', 1]]",30,2.0,0.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.667,0.0,3.333,3.333,6.667,3.333,16.667,13.333,16.667,20.0,6.667,0.0,0.0,0.0,0.0,3.333,0.0
4342,"‘I have done it,’ said Manston.",0,6,"[['PUNCT', 4], ['PRON', 2], ['AUX', 1], ['VERB', 2], ['PROPN', 1]]",10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
4343,"‘If ever a man on the face of this earth has done his duty towards an absent wife, I have towards her -- living or dead -- at least,’ he added, correcting himself, ‘since I have lived at Knapwater.",0,39,"[['PUNCT', 10], ['SCONJ', 2], ['ADV', 1], ['DET', 4], ['NOUN', 5], ['ADP', 6], ['AUX', 3], ['VERB', 5], ['PRON', 6], ['ADJ', 3], ['CCONJ', 1], ['PROPN', 1]]",47,6.0,4.0,3.0,1.0,1.0,5.0,6.0,5.0,1.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,12.766,8.511,6.383,2.128,2.128,10.638,12.766,10.638,2.128,21.277,6.383,0.0,0.0,4.255,0.0,0.0,0.0
4344,"I neglected her before that time -- I own that, as I have owned it before.’ ‘I should, if I were you, adopt other means to get tidings of her if advertising fails, in spite of my feelings,’ said the rector emphatically.",0,42,"[['PRON', 11], ['VERB', 7], ['ADP', 4], ['DET', 2], ['NOUN', 7], ['PUNCT', 11], ['SCONJ', 3], ['AUX', 3], ['ADV', 2], ['ADJ', 1], ['PART', 1]]",52,4.0,2.0,1.0,0.0,2.0,7.0,11.0,7.0,0.0,11.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,7.692,3.846,1.923,0.0,3.846,13.462,21.154,13.462,0.0,21.154,5.769,0.0,1.923,5.769,0.0,0.0,0.0
4345,"‘But at any rate, try advertising once more.",0,8,"[['PUNCT', 3], ['CCONJ', 1], ['ADP', 1], ['DET', 1], ['NOUN', 2], ['VERB', 1], ['ADV', 2]]",11,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,9.091,0.0,9.091,18.182,18.182,0.0,9.091,0.0,27.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,"There’s a satisfaction in having made any attempt three several times.’ When Manston had left the study, the rector stood looking at the fire for a considerable length of time, lost in profound reflection.",0,34,"[['PRON', 1], ['VERB', 6], ['DET', 6], ['NOUN', 9], ['ADP', 5], ['AUX', 2], ['NUM', 1], ['ADJ', 3], ['PUNCT', 5], ['SCONJ', 1], ['PROPN', 1]]",40,5.0,6.0,3.0,0.0,0.0,9.0,1.0,6.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,12.5,15.0,7.5,0.0,0.0,22.5,2.5,15.0,2.5,12.5,5.0,2.5,0.0,2.5,0.0,0.0,0.0
4347,"He went to his private diary, and after many pauses, which he varied only by dipping his pen, letting it dry, wiping it on his sleeve, and then dipping it again, he took the following note of events: -- ‘January 25.",0,41,"[['PRON', 10], ['VERB', 7], ['ADP', 5], ['ADJ', 4], ['NOUN', 6], ['PUNCT', 10], ['CCONJ', 2], ['ADV', 3], ['DET', 1], ['PROPN', 1], ['NUM', 1]]",50,5.0,1.0,4.0,2.0,3.0,6.0,10.0,7.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,4.0,6.0,12.0,20.0,14.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4348,-- Mr<prd> Manston has just seen me for the third time on the subject of his lost wife.,0,18,"[['PUNCT', 2], ['PROPN', 4], ['X', 1], ['AUX', 1], ['ADV', 1], ['VERB', 1], ['PRON', 2], ['ADP', 3], ['DET', 2], ['ADJ', 2], ['NOUN', 3]]",22,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.636,9.091,9.091,0.0,4.545,13.636,9.091,4.545,18.182,9.091,4.545,0.0,0.0,0.0,0.0,4.545,0.0
4349,There have been these peculiarities attending the three interviews: -- ‘The first.,0,12,"[['PRON', 1], ['AUX', 2], ['DET', 3], ['NOUN', 2], ['VERB', 1], ['NUM', 1], ['PUNCT', 4], ['ADJ', 1]]",15,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.667,0.0,0.0,13.333,6.667,6.667,0.0,26.667,13.333,6.667,0.0,0.0,0.0,0.0,0.0
4350,"My visitor, whilst expressing by words his great anxiety to do everything for her recovery, showed plainly by his bearing that he was convinced he should never see her again.",0,30,"[['PRON', 8], ['NOUN', 5], ['PUNCT', 3], ['SCONJ', 2], ['VERB', 5], ['ADP', 3], ['ADJ', 1], ['PART', 1], ['ADV', 3], ['AUX', 2]]",33,3.0,0.0,1.0,0.0,3.0,5.0,8.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,9.091,0.0,3.03,0.0,9.091,15.152,24.242,15.152,0.0,9.091,6.061,0.0,3.03,6.061,0.0,0.0,0.0
4351,‘The second.,0,2,"[['PUNCT', 2], ['DET', 1], ['ADJ', 1]]",4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,"He had left off feigning anxiety to do rightly by his first wife, and honestly asked after Cytherea’s welfare.",0,19,"[['PRON', 2], ['AUX', 1], ['VERB', 4], ['ADP', 3], ['NOUN', 3], ['PART', 2], ['ADV', 2], ['ADJ', 1], ['PUNCT', 2], ['CCONJ', 1], ['PROPN', 1]]",22,3.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,13.636,0.0,4.545,4.545,9.091,13.636,9.091,18.182,4.545,9.091,4.545,0.0,9.091,0.0,0.0,0.0,0.0
4353,‘The third (and most remarkable).,0,5,"[['PUNCT', 4], ['DET', 1], ['ADJ', 2], ['CCONJ', 1], ['ADV', 1]]",9,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,11.111,11.111,0.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4354,He seemed to have lost all consistency.,0,7,"[['PRON', 1], ['VERB', 2], ['PART', 1], ['AUX', 1], ['DET', 1], ['NOUN', 1], ['PUNCT', 1]]",8,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,25.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0
4355,"Whilst expressing his love for Cytherea (which certainly is strong) and evincing the usual indifference to the first Mrs<prd> Manston’s fate, he was unable to conceal the intensity of his eagerness for me to advise him to _advertise again_ for her.’ A week after the second, the third advertisement was inserted.",0,51,"[['SCONJ', 2], ['VERB', 6], ['PRON', 8], ['NOUN', 8], ['ADP', 6], ['PROPN', 4], ['PUNCT', 7], ['ADV', 2], ['AUX', 3], ['ADJ', 6], ['CCONJ', 1], ['DET', 6], ['X', 2], ['PART', 3]]",64,6.0,6.0,6.0,1.0,2.0,8.0,8.0,6.0,4.0,7.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,9.375,9.375,9.375,1.562,3.125,12.5,12.5,9.375,6.25,10.938,4.688,0.0,4.688,3.125,0.0,3.125,0.0
4356,"A paragraph was attached, which stated that this would be the last time the announcement would appear.",0,17,"[['DET', 3], ['NOUN', 3], ['AUX', 4], ['VERB', 3], ['PUNCT', 2], ['PRON', 2], ['SCONJ', 1], ['ADJ', 1]]",19,0.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.789,5.263,0.0,0.0,15.789,10.526,15.789,0.0,10.526,21.053,0.0,0.0,5.263,0.0,0.0,0.0
4357,3.,0,1,"[['X', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
4358,"THE FIRST OF FEBRUARY At this, the eleventh hour, the postman brought a letter for Manston, directed in a woman’s hand.",0,21,"[['DET', 5], ['ADJ', 2], ['ADP', 4], ['PROPN', 2], ['PRON', 1], ['PUNCT', 4], ['NOUN', 5], ['VERB', 2], ['PART', 1]]",26,4.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.385,19.231,7.692,0.0,0.0,19.231,3.846,7.692,7.692,15.385,0.0,0.0,3.846,0.0,0.0,0.0,0.0
4359,"A bachelor friend of the steward’s, Mr<prd> Dickson by name, who was somewhat of a chatterer -- plenus rimarum -- and who boasted of an endless string of acquaintances, had come over from Casterbridge the preceding day by invitation -- an invitation which had been a pleasant surprise to Dickson himself, insomuch that Manston, as a rule, voted him a bore almost to his face.",0,65,"[['DET', 9], ['ADJ', 4], ['NOUN', 15], ['ADP', 11], ['PROPN', 7], ['PUNCT', 10], ['X', 1], ['PRON', 6], ['AUX', 4], ['ADV', 2], ['VERB', 5], ['CCONJ', 1], ['SCONJ', 1]]",76,11.0,9.0,4.0,1.0,2.0,15.0,6.0,5.0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,14.474,11.842,5.263,1.316,2.632,19.737,7.895,6.579,9.211,13.158,5.263,0.0,0.0,1.316,0.0,1.316,0.0
4360,"He had stayed over the night, and was sitting at breakfast with his host when the important missive arrived.",0,19,"[['PRON', 2], ['AUX', 2], ['VERB', 3], ['ADP', 3], ['DET', 2], ['NOUN', 4], ['PUNCT', 2], ['CCONJ', 1], ['SCONJ', 1], ['ADJ', 1]]",21,3.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,14.286,9.524,4.762,4.762,0.0,19.048,9.524,14.286,0.0,9.524,9.524,0.0,0.0,4.762,0.0,0.0,0.0
4361,"Manston did not attempt to conceal the subject of the letter, or the name of the writer.",0,17,"[['PROPN', 1], ['AUX', 1], ['PART', 2], ['VERB', 2], ['DET', 4], ['NOUN', 4], ['ADP', 2], ['PUNCT', 2], ['CCONJ', 1]]",19,2.0,4.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.526,21.053,0.0,5.263,0.0,21.053,0.0,10.526,5.263,10.526,5.263,0.0,10.526,0.0,0.0,0.0,0.0
4362,"First glancing the pages through, he read aloud as follows: -- ‘""MY HUSBAND, -- I implore your forgiveness.",0,18,"[['ADV', 3], ['VERB', 4], ['DET', 1], ['NOUN', 3], ['PUNCT', 8], ['PRON', 3], ['SCONJ', 1], ['PROPN', 1]]",24,0.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.167,0.0,0.0,12.5,12.5,12.5,16.667,4.167,33.333,0.0,0.0,0.0,4.167,0.0,0.0,0.0
4363,"‘""During the last thirteen months I have repeated to myself a hundred times that you should never discover what I voluntarily tell you now, namely, that I am alive and in perfect health.",0,33,"[['PUNCT', 5], ['ADP', 3], ['DET', 2], ['ADJ', 3], ['NUM', 2], ['NOUN', 3], ['PRON', 7], ['AUX', 3], ['VERB', 3], ['SCONJ', 2], ['ADV', 4], ['CCONJ', 1]]",38,3.0,2.0,3.0,1.0,4.0,3.0,7.0,3.0,0.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,7.895,5.263,7.895,2.632,10.526,7.895,18.421,7.895,0.0,13.158,7.895,5.263,0.0,5.263,0.0,0.0,0.0
4364,"‘""I have seen all your advertisements.",0,6,"[['PUNCT', 3], ['PRON', 2], ['AUX', 1], ['VERB', 1], ['DET', 1], ['NOUN', 1]]",9,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,11.111,22.222,11.111,0.0,33.333,11.111,0.0,0.0,0.0,0.0,0.0,0.0
4365,Nothing but your persistence has won me round.,0,8,"[['PRON', 3], ['CCONJ', 1], ['NOUN', 1], ['AUX', 1], ['VERB', 1], ['ADV', 1], ['PUNCT', 1]]",9,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,11.111,11.111,33.333,11.111,0.0,11.111,11.111,0.0,0.0,0.0,0.0,0.0,0.0
4366,"Surely, I thought, he _must_ love me still.",0,8,"[['ADV', 2], ['PUNCT', 3], ['PRON', 3], ['VERB', 2], ['NOUN', 2], ['AUX', 1]]",13,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15.385,23.077,15.385,0.0,23.077,7.692,0.0,0.0,0.0,0.0,0.0,0.0
4367,"Why else should he try to win back a woman who, faithful unto death as she will be, can, in a social sense, aid him towards acquiring nothing?",0,28,"[['SCONJ', 2], ['ADV', 1], ['AUX', 4], ['PRON', 5], ['VERB', 4], ['PART', 1], ['ADP', 4], ['DET', 2], ['NOUN', 3], ['PUNCT', 5], ['ADJ', 2]]",33,4.0,2.0,2.0,0.0,1.0,3.0,5.0,4.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,12.121,6.061,6.061,0.0,3.03,9.091,15.152,12.121,0.0,15.152,12.121,0.0,3.03,6.061,0.0,0.0,0.0
4368,"-- rather the reverse, indeed.",0,5,"[['PUNCT', 3], ['ADV', 2], ['DET', 1], ['NOUN', 1]]",7,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,28.571,14.286,0.0,0.0,0.0,42.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4369,"‘""You yourself state my own mind -- that the only grounds upon which we can meet and live together, with a reasonable hope of happiness, must be a mutual consent to bury in oblivion all past differences.",0,37,"[['PUNCT', 6], ['PRON', 5], ['VERB', 4], ['ADJ', 5], ['NOUN', 7], ['SCONJ', 2], ['DET', 4], ['AUX', 3], ['CCONJ', 1], ['ADV', 1], ['ADP', 3], ['PART', 1]]",42,3.0,4.0,5.0,1.0,1.0,7.0,5.0,4.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,7.143,9.524,11.905,2.381,2.381,16.667,11.905,9.524,0.0,14.286,7.143,0.0,2.381,4.762,0.0,0.0,0.0
4370,I heartily and willingly forget everything -- and forgive everything.,0,10,"[['PRON', 3], ['ADV', 2], ['CCONJ', 2], ['VERB', 2], ['PUNCT', 2]]",11,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,18.182,0.0,27.273,18.182,0.0,18.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,"You will do the same, as your actions show.",0,9,"[['PRON', 2], ['AUX', 1], ['VERB', 2], ['DET', 1], ['ADJ', 1], ['PUNCT', 2], ['SCONJ', 1], ['NOUN', 1]]",11,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.091,9.091,0.0,0.0,9.091,18.182,18.182,0.0,18.182,9.091,0.0,0.0,9.091,0.0,0.0,0.0
4372,"‘""There will be plenty of opportunity for me to explain the few facts relating to my escape on the night of the fire.",0,23,"[['PUNCT', 3], ['PRON', 3], ['AUX', 2], ['NOUN', 6], ['ADP', 4], ['SCONJ', 1], ['PART', 1], ['VERB', 2], ['DET', 3], ['ADJ', 1]]",26,4.0,3.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,15.385,11.538,3.846,0.0,0.0,23.077,11.538,7.692,0.0,11.538,7.692,0.0,3.846,3.846,0.0,0.0,0.0
4373,I will only give the heads in this hurried note.,0,10,"[['PRON', 1], ['AUX', 1], ['ADV', 1], ['VERB', 1], ['DET', 2], ['NOUN', 2], ['ADP', 1], ['ADJ', 1], ['PUNCT', 1]]",11,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,18.182,9.091,0.0,9.091,18.182,9.091,9.091,0.0,9.091,9.091,0.0,0.0,0.0,0.0,0.0,0.0
4374,"I was grieved at your not coming to fetch me, more grieved at your absence from the station, most of all by your absence from home.",0,26,"[['PRON', 6], ['AUX', 1], ['VERB', 3], ['ADP', 6], ['PART', 2], ['PUNCT', 3], ['ADV', 1], ['ADJ', 2], ['NOUN', 4], ['DET', 1]]",29,6.0,1.0,2.0,0.0,1.0,4.0,6.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,20.69,3.448,6.897,0.0,3.448,13.793,20.69,10.345,0.0,10.345,3.448,0.0,6.897,0.0,0.0,0.0,0.0
4375,On my journey to the inn I writhed under a passionate sense of wrong done me.,0,16,"[['ADP', 4], ['PRON', 3], ['NOUN', 4], ['DET', 2], ['VERB', 2], ['ADJ', 1], ['PUNCT', 1]]",17,4.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.529,11.765,5.882,0.0,0.0,23.529,17.647,11.765,0.0,5.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,When I had been shown to my room I waited and hoped for you till the landlord had gone upstairs to bed.,0,22,"[['SCONJ', 2], ['PRON', 4], ['AUX', 3], ['VERB', 4], ['ADP', 3], ['NOUN', 3], ['CCONJ', 1], ['DET', 1], ['ADV', 1], ['PUNCT', 1]]",23,3.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,13.043,4.348,0.0,4.348,4.348,13.043,17.391,17.391,0.0,4.348,13.043,0.0,0.0,8.696,0.0,0.0,0.0
4377,"I still found that you did not come, and then I finally made up my mind to leave.",0,18,"[['PRON', 4], ['ADV', 3], ['VERB', 4], ['SCONJ', 1], ['AUX', 1], ['PART', 2], ['PUNCT', 2], ['CCONJ', 1], ['ADP', 1], ['NOUN', 1]]",20,1.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,5.0,20.0,20.0,0.0,10.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0
4378,"I had half undressed, but I put on my things again, forgetting my watch (and I suppose dropping my keys, though I am not sure where) in my hurry, and slipped out of the house.",0,35,"[['PRON', 8], ['AUX', 2], ['ADV', 2], ['VERB', 6], ['PUNCT', 7], ['CCONJ', 3], ['ADP', 4], ['NOUN', 5], ['SCONJ', 2], ['PART', 1], ['ADJ', 1], ['DET', 1]]",42,4.0,1.0,1.0,3.0,2.0,5.0,8.0,6.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,9.524,2.381,2.381,7.143,4.762,11.905,19.048,14.286,0.0,16.667,4.762,0.0,2.381,4.762,0.0,0.0,0.0
4379,"The -- ""’ ‘Well, that’s a rum story,’ said Mr<prd> Dickson, interrupting.",0,12,"[['PRON', 2], ['PUNCT', 9], ['INTJ', 1], ['VERB', 2], ['DET', 1], ['NOUN', 3], ['PROPN', 4], ['X', 1]]",23,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.348,0.0,0.0,0.0,13.043,8.696,8.696,17.391,39.13,0.0,0.0,0.0,0.0,4.348,4.348,0.0
4380,"‘What’s a rum story?’ said Manston hastily, and flushing in the face.",0,12,"[['PUNCT', 5], ['PRON', 1], ['VERB', 3], ['DET', 2], ['NOUN', 3], ['PROPN', 1], ['ADV', 1], ['CCONJ', 1], ['ADP', 1]]",18,1.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.556,11.111,0.0,5.556,5.556,16.667,5.556,16.667,5.556,27.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4381,‘Forgetting her watch and dropping her keys in her hurry.’ ‘I don’t see anything particularly wonderful in it.,0,18,"[['PUNCT', 5], ['VERB', 3], ['PRON', 6], ['NOUN', 3], ['CCONJ', 1], ['ADP', 2], ['AUX', 1], ['PART', 1], ['ADV', 1], ['ADJ', 1]]",24,2.0,0.0,1.0,1.0,1.0,3.0,6.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.333,0.0,4.167,4.167,4.167,12.5,25.0,12.5,0.0,20.833,4.167,0.0,4.167,0.0,0.0,0.0,0.0
4382,"Any woman might do such a thing.’ ‘Any woman might if escaping from fire or shipwreck, or any such immediate danger.",0,21,"[['DET', 5], ['NOUN', 6], ['AUX', 2], ['VERB', 2], ['PUNCT', 5], ['SCONJ', 1], ['ADP', 1], ['CCONJ', 2], ['ADJ', 2]]",26,1.0,5.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.846,19.231,7.692,7.692,0.0,23.077,0.0,7.692,0.0,19.231,7.692,0.0,0.0,3.846,0.0,0.0,0.0
4383,"But it seems incomprehensible to me that any woman in her senses, who quietly decides to leave a house, should be so forgetful.’ ‘All that is required to reconcile your seeming with her facts is to assume that she was not in her senses, for that’s what she did plainly, or how could the things have been found there?",0,59,"[['CCONJ', 2], ['PRON', 13], ['VERB', 9], ['ADJ', 2], ['ADP', 5], ['SCONJ', 3], ['DET', 3], ['NOUN', 6], ['PUNCT', 8], ['ADV', 5], ['PART', 4], ['AUX', 8]]",68,5.0,3.0,2.0,2.0,5.0,6.0,13.0,9.0,0.0,8.0,8.0,0.0,4.0,3.0,0.0,0.0,0.0,7.353,4.412,2.941,2.941,7.353,8.824,19.118,13.235,0.0,11.765,11.765,0.0,5.882,4.412,0.0,0.0,0.0
4384,"Besides, she’s truthful enough.’ He spoke eagerly and peremptorily.",0,9,"[['ADV', 4], ['PUNCT', 4], ['PRON', 2], ['VERB', 2], ['ADJ', 1], ['CCONJ', 1]]",14,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143,7.143,28.571,0.0,14.286,14.286,0.0,28.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,"‘Yes, yes, I know that.",0,5,"[['PUNCT', 4], ['INTJ', 2], ['PRON', 2], ['VERB', 1]]",9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.222,11.111,0.0,44.444,0.0,0.0,0.0,0.0,22.222,0.0,0.0
4386,"I merely meant that it seemed rather odd.’ ‘O yes.’ Manston read on: -- ’"" -- and slipped out of the house.",0,22,"[['PRON', 2], ['ADV', 2], ['VERB', 4], ['SCONJ', 1], ['ADJ', 1], ['PUNCT', 11], ['INTJ', 2], ['PROPN', 1], ['ADP', 3], ['CCONJ', 1], ['DET', 1], ['NOUN', 1]]",30,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,3.333,3.333,3.333,6.667,3.333,6.667,13.333,3.333,36.667,0.0,0.0,0.0,3.333,6.667,0.0,0.0
4387,"The rubbish-heap was burning up brightly, but the thought that the house was in danger did not strike me; I did not consider that it might be thatched.",0,28,"[['DET', 3], ['NOUN', 5], ['PUNCT', 4], ['AUX', 6], ['VERB', 4], ['ADP', 2], ['ADV', 1], ['CCONJ', 1], ['SCONJ', 2], ['PART', 2], ['PRON', 3]]",33,2.0,3.0,0.0,1.0,1.0,5.0,3.0,4.0,0.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,6.061,9.091,0.0,3.03,3.03,15.152,9.091,12.121,0.0,12.121,18.182,0.0,6.061,6.061,0.0,0.0,0.0
4388,"‘""I idled in the lane behind the wood till the last down-train had come in, not being in a mood to face strangers.",0,23,"[['PUNCT', 5], ['PRON', 1], ['VERB', 3], ['ADP', 3], ['DET', 4], ['NOUN', 6], ['SCONJ', 1], ['ADJ', 1], ['AUX', 2], ['ADV', 1], ['PART', 2]]",29,3.0,4.0,1.0,0.0,1.0,6.0,1.0,3.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,10.345,13.793,3.448,0.0,3.448,20.69,3.448,10.345,0.0,17.241,6.897,0.0,6.897,3.448,0.0,0.0,0.0
